latitude,longitude,h_loc_count,hour,day_of_week,is_weekend,is_night,road_surface_encoded,weather_risk_score,is_raining,is_high_wind,is_fog,risk_score,severity
53.76838,-2.753688,39,15,1,0,0,0,1,0,1,0,33.33,3
53.343927,-2.740174,80,19,5,0,0,0,1,0,1,0,33.33,3
53.436502,-2.116326,14,1,2,0,1,1,2,1,1,0,33.33,3
53.645385,-2.981435,77,10,2,0,0,0,1,0,1,0,33.33,3
53.603533,-1.550828,30,18,1,0,0,0,1,0,1,0,33.33,3
51.515073,-0.071955,483,17,5,0,0,0,1,0,1,0,33.33,3
52.779326,-1.340686,9,17,1,0,0,0,1,0,1,0,33.33,3
52.30331,-0.718743,9,0,7,1,1,0,1,0,1,0,66.67,2
50.388569,-4.17623,64,9,6,1,0,0,1,0,1,0,33.33,3
51.459323,0.049639,95,8,1,0,0,0,1,0,1,0,33.33,3
52.860183,1.282829,4,14,1,0,0,0,1,0,1,0,33.33,3
52.825118,-1.538268,6,6,3,0,0,0,1,0,1,0,66.67,2
53.552656,-0.052561,54,15,2,0,0,1,1,0,1,0,66.67,2
53.151481,-4.192089,7,15,1,0,0,0,1,0,1,0,33.33,3
51.565404,-0.103301,263,11,3,0,0,0,1,0,1,0,33.33,3
53.917317,-3.031653,78,20,1,0,0,1,1,0,1,0,66.67,2
52.293776,-1.531497,135,20,1,0,0,1,2,1,1,0,33.33,3
53.402702,-2.899129,79,19,1,0,0,1,2,1,1,0,33.33,3
51.480481,-0.101354,193,7,6,1,0,0,1,0,1,0,33.33,3
51.499542,-2.480852,38,16,1,0,0,0,1,0,1,0,33.33,3
54.591924,-1.019243,30,13,1,0,0,0,1,0,1,0,66.67,2
54.333604,-2.729539,9,16,7,1,0,1,2,1,1,0,33.33,3
52.22606,0.182879,24,8,5,0,0,1,2,1,1,0,33.33,3
52.482273,-1.761861,58,18,2,0,0,1,0,0,0,0,66.67,2
52.320272,-0.707689,13,13,4,0,0,0,1,0,1,0,33.33,3
53.017731,-1.340635,28,17,1,0,0,0,1,0,1,0,33.33,3
51.365799,-0.440968,46,15,1,0,0,0,1,0,1,0,33.33,3
50.791547,-1.068119,142,17,3,0,0,0,1,0,1,0,66.67,2
54.579999,-1.180129,39,0,6,1,1,1,1,0,1,0,33.33,3
53.960698,-1.0864,239,16,3,0,0,0,1,0,1,0,33.33,3
50.831495,-0.172405,234,20,2,0,0,0,1,0,1,0,33.33,3
52.482204,-1.903518,301,10,2,0,0,0,1,0,1,0,33.33,3
53.3447,0.029136,2,16,2,0,0,0,1,0,1,0,33.33,3
51.313074,-0.218335,40,14,1,0,0,0,1,0,1,0,33.33,3
50.825769,-0.140112,606,17,2,0,0,0,1,0,1,0,33.33,3
53.800972,-1.647868,50,19,1,0,0,0,1,0,1,0,66.67,2
51.01654,-4.205077,81,8,1,0,0,1,2,1,1,0,33.33,3
52.900884,-1.939906,1,17,3,0,0,1,1,0,1,0,33.33,3
51.150987,-2.714562,20,11,2,0,0,1,1,0,1,0,33.33,3
52.531554,-2.103159,38,16,3,0,0,0,1,0,1,0,33.33,3
52.917569,-1.482108,246,13,3,0,0,1,2,1,1,0,33.33,3
51.552293,0.155947,70,17,6,1,0,0,1,0,1,0,66.67,2
54.840627,-3.06301,4,10,7,1,0,1,2,0,1,0,33.33,3
51.915813,-0.210712,69,5,4,0,1,1,1,0,1,0,33.33,3
51.320308,-0.532349,33,19,5,0,0,0,1,0,1,0,33.33,3
51.454433,-0.119996,248,14,1,0,0,0,1,0,1,0,33.33,3
50.190303,-5.413823,26,11,4,0,0,0,1,0,1,0,33.33,3
51.49399,-0.085955,254,11,4,0,0,0,1,0,1,0,66.67,2
53.397894,-2.157278,113,14,4,0,0,0,1,0,1,0,66.67,2
50.775106,0.286389,89,22,5,0,1,0,1,0,1,0,33.33,3
51.491759,-2.689052,41,14,4,0,0,0,1,0,1,0,33.33,3
50.858309,0.550649,46,7,2,0,0,1,1,0,1,0,33.33,3
51.412668,0.36825600000000003,18,2,3,0,1,0,1,0,1,0,33.33,3
52.981868,-1.195361,57,10,5,0,0,0,1,0,1,0,33.33,3
51.371828,0.544467,104,23,4,0,1,0,1,0,1,0,33.33,3
52.308631,-1.514179,15,14,6,1,0,0,1,0,1,0,66.67,2
52.92581,-1.455234,80,10,1,0,0,1,1,0,1,0,33.33,3
53.230841,-1.421858,167,16,1,0,0,0,1,0,1,0,33.33,3
51.439308,0.773146,44,11,5,0,0,1,2,1,1,0,33.33,3
51.772327,0.061908,4,20,2,0,0,0,1,0,1,0,66.67,2
57.681504,-2.690687,5,0,6,1,1,0,1,0,1,0,33.33,3
53.856212,-1.842005,25,16,3,0,0,0,1,0,1,0,33.33,3
51.447718,-0.01809,351,9,4,0,0,1,1,0,1,0,33.33,3
55.843454,-4.47341,33,8,4,0,0,1,1,0,1,0,33.33,3
53.73332,-1.549446,27,15,5,0,0,0,1,0,1,0,33.33,3
51.121487,-0.198423,79,9,5,0,0,0,1,0,1,0,33.33,3
52.955058,-1.192286,105,16,2,0,0,0,1,0,1,0,33.33,3
51.590063,-0.017386,182,21,2,0,0,0,1,0,1,0,33.33,3
54.562304,-1.265542,63,16,7,1,0,1,1,0,1,0,33.33,3
53.424068,-1.22511,23,7,5,0,0,0,0,0,0,0,33.33,3
53.436826,-1.36081,66,6,2,0,0,1,1,0,1,0,33.33,3
51.453415,-2.597949,422,4,1,0,1,0,1,0,1,0,66.67,2
51.586071,-0.091181,121,8,2,0,0,0,1,0,1,0,33.33,3
51.468846,-2.549921,48,12,4,0,0,0,1,0,1,0,33.33,3
53.542912,-2.285935,135,11,6,1,0,1,2,1,1,0,33.33,3
50.780437,-2.992307,27,9,1,0,0,0,1,0,1,0,33.33,3
51.337448,1.405294,88,8,4,0,0,0,1,0,1,0,33.33,3
55.944503,-2.953426,36,19,2,0,0,0,1,0,1,0,33.33,3
56.467641,-2.961302,82,17,4,0,0,1,2,1,1,0,33.33,3
52.683147,1.238595,24,7,3,0,0,1,0,0,0,0,33.33,3
53.674623,-1.656945,5,18,4,0,0,0,1,0,1,0,33.33,3
52.20027,0.157468,64,19,4,0,0,1,0,0,0,0,33.33,3
52.664483,1.263249,26,19,6,1,0,0,1,0,1,0,33.33,3
53.420894,-3.079488,43,12,5,0,0,0,0,0,0,0,33.33,3
52.470074,-1.912671,168,21,5,0,0,0,1,0,1,0,33.33,3
51.52985,-0.294369,271,20,1,0,0,0,1,0,1,0,33.33,3
53.453514,-2.269372,71,23,2,0,1,0,1,0,1,0,66.67,2
55.812001,-4.015251,26,16,6,1,0,0,1,0,1,0,33.33,3
52.627971,-2.004399,12,17,5,0,0,1,2,1,1,0,33.33,3
53.958556,-1.421744,2,10,4,0,0,0,1,0,1,0,33.33,3
54.784054,-1.318441,3,17,5,0,0,1,2,1,1,0,33.33,3
51.434366,0.215279,82,7,3,0,0,0,1,0,1,0,33.33,3
52.932537,-2.359706,11,13,4,0,0,0,1,0,1,0,33.33,3
51.515068,-3.579625,23,16,7,1,0,1,2,1,1,0,33.33,3
55.091591,-3.559336,2,17,3,0,0,0,1,0,1,0,33.33,3
53.276716,-1.249823,10,16,7,1,0,0,1,0,1,0,66.67,2
50.92092,-1.356056,76,15,1,0,0,1,2,1,1,0,33.33,3
53.487223,-2.087679,158,12,6,1,0,1,2,1,1,0,33.33,3
51.417144,-0.85369,33,13,5,0,0,1,0,0,0,0,33.33,3
51.600349,-1.29076,7,11,7,1,0,0,1,0,1,0,33.33,3
54.065122,-2.879915,117,11,2,0,0,2,2,0,1,0,33.33,3
51.878312,0.119642,3,9,5,0,0,0,1,0,1,0,33.33,3
52.466719,1.739441,104,16,1,0,0,1,2,1,1,0,33.33,3
51.523469,-0.073907,415,17,3,0,0,0,1,0,1,0,33.33,3
51.741091,0.434793,20,18,4,0,0,0,1,0,1,0,33.33,3
52.487984,-1.844007,129,13,4,0,0,0,1,0,1,0,33.33,3
51.479203,0.059604,83,14,3,0,0,0,1,0,1,0,66.67,2
53.414478,-2.597865,69,11,6,1,0,0,1,0,1,0,66.67,2
52.373815,0.072186,1,17,2,0,0,0,1,0,1,0,33.33,3
52.464179,-1.859547,192,14,7,1,0,0,1,0,1,0,33.33,3
55.843667,-4.417512,151,13,3,0,0,1,1,0,1,0,66.67,2
52.256871,-0.91128,19,15,5,0,0,0,1,0,1,0,100.0,1
53.817708,-1.523175,187,17,2,0,0,0,1,0,1,0,33.33,3
52.643947,-1.237492,5,19,5,0,0,0,1,0,1,0,33.33,3
54.607625,-1.300181,22,1,6,1,1,0,1,0,1,0,33.33,3
51.886639,-0.408187,48,8,6,1,0,1,0,0,0,0,33.33,3
50.845402,0.502921,55,11,4,0,0,0,0,0,0,0,33.33,3
51.92314,0.518814,2,11,7,1,0,1,2,1,1,0,66.67,2
53.379208,-1.471113,347,1,3,0,1,0,1,0,1,0,33.33,3
53.665274,-0.343443,9,7,5,0,0,0,1,0,1,0,33.33,3
51.424946,-0.189102,66,17,1,0,0,0,1,0,1,0,33.33,3
52.482786,-1.58854,23,18,2,0,0,0,1,0,1,0,33.33,3
50.84015,-0.779971,71,23,5,0,1,1,2,1,1,0,33.33,3
52.710763,-2.759462,106,17,5,0,0,0,1,0,1,0,33.33,3
51.349785,-0.567165,22,9,1,0,0,1,1,0,1,0,33.33,3
52.928812,-1.504586,96,15,4,0,0,0,0,0,0,0,33.33,3
51.545639,-0.178256,202,18,6,1,0,1,2,1,1,0,33.33,3
53.418404,-2.802256,24,18,2,0,0,0,1,0,1,0,33.33,3
50.476128,-3.536559,64,15,4,0,0,0,1,0,1,0,33.33,3
53.820877,-0.343235,9,16,5,0,0,0,0,0,0,0,33.33,3
52.627884,1.285797,114,14,6,1,0,0,1,0,1,0,33.33,3
53.049903,-1.406977,82,22,6,1,1,0,0,0,0,0,33.33,3
51.644593,-0.157525,37,11,1,0,0,1,1,0,1,0,66.67,2
51.8376,-0.037157,2,11,7,1,0,1,1,0,1,0,33.33,3
52.782271,-2.114425,50,18,2,0,0,1,2,1,1,0,66.67,2
51.569654,0.651619,37,17,2,0,0,0,1,0,1,0,33.33,3
51.942159,-1.512329,3,23,5,0,1,1,0,0,0,0,33.33,3
51.763572,0.119334,49,12,3,0,0,0,1,0,1,0,33.33,3
51.891857,-0.45567,129,8,4,0,0,0,0,0,0,0,33.33,3
51.959387,-0.268361,22,14,5,0,0,0,1,0,1,0,33.33,3
51.199893,1.179077,22,8,1,0,0,0,1,0,1,0,33.33,3
51.658052,-0.184449,9,21,1,0,0,0,1,0,1,0,33.33,3
54.078974,-2.840773,14,21,7,1,0,0,1,0,1,0,33.33,3
52.018221,-0.499706,18,12,2,0,0,0,1,0,1,0,33.33,3
51.542397,-0.254819,172,0,7,1,1,1,2,1,1,0,33.33,3
52.533486,1.056337,12,17,2,0,0,1,2,1,1,0,33.33,3
50.758985,-1.899306,38,19,3,0,0,0,1,0,1,0,33.33,3
54.962055,-1.684953,66,15,3,0,0,1,2,1,1,0,33.33,3
53.922021,-1.1311,6,19,5,0,0,0,1,0,1,0,33.33,3
52.341149,-2.093027,0,4,4,0,1,1,2,1,1,0,33.33,3
51.296254,-0.065216,65,17,2,0,0,1,2,1,1,0,33.33,3
53.565677,-2.45278,95,13,7,1,0,0,1,0,1,0,33.33,3
52.332218,0.437635,0,23,5,0,1,0,1,0,1,0,33.33,3
53.359343,-1.451374,65,11,2,0,0,2,2,0,1,0,33.33,3
52.608356,-1.098111,52,8,1,0,0,0,1,0,1,0,33.33,3
50.867084,-0.125393,64,12,5,0,0,1,1,0,1,0,33.33,3
56.194749,-3.18154,7,15,3,0,0,1,2,0,1,0,33.33,3
55.004754,-1.546879,43,11,1,0,0,1,2,1,1,0,33.33,3
52.978324,-2.122836,99,9,1,0,0,1,1,0,1,0,33.33,3
53.410092,-0.115354,0,8,6,1,0,0,1,0,1,0,33.33,3
51.808586,-0.190446,51,8,5,0,0,0,1,0,1,0,33.33,3
51.51262,-0.09238,526,19,6,1,0,0,1,0,1,0,33.33,3
52.583424,-2.105347,39,14,3,0,0,0,1,0,1,0,33.33,3
51.562246,0.220191,90,16,3,0,0,0,1,0,1,0,33.33,3
53.403434,-2.518291,23,19,7,1,0,0,1,0,1,0,66.67,2
53.450341,-2.239687,98,15,6,1,0,1,2,1,1,0,33.33,3
52.509995,-0.717455,7,17,5,0,0,0,1,0,1,0,33.33,3
54.86497,-1.708458,27,19,1,0,0,0,1,0,1,0,66.67,2
51.532876,-0.077258,281,9,6,1,0,0,1,0,1,0,66.67,2
51.49059,-0.081487,280,11,3,0,0,0,1,0,1,0,33.33,3
55.936249,-4.520316,28,13,6,1,0,1,2,1,1,0,33.33,3
51.519615,-0.091223,255,18,3,0,0,0,1,0,1,0,33.33,3
51.551721,-0.020785,95,22,3,0,1,0,1,0,1,0,66.67,2
53.453605,-1.464165,19,15,2,0,0,1,1,0,1,0,33.33,3
51.489277,-3.180895,99,2,5,0,1,1,2,1,1,0,66.67,2
53.987658,-1.121956,35,18,6,1,0,0,1,0,1,0,33.33,3
53.514917,-1.324195,21,13,1,0,0,1,1,0,1,0,33.33,3
50.892592,-3.461638,0,15,6,1,0,1,2,1,1,0,33.33,3
58.206541,-6.419208,0,6,6,1,0,1,1,0,1,0,100.0,1
52.584639,-2.015317,132,11,6,1,0,0,1,0,1,0,33.33,3
51.711507,-0.371209,119,7,1,0,0,0,1,0,1,0,33.33,3
55.858423,-4.27045,182,17,3,0,0,1,1,0,1,0,33.33,3
51.557645,-0.112857,343,23,2,0,1,0,1,0,1,0,33.33,3
53.575215,-2.095563,92,22,3,0,1,1,1,0,1,0,33.33,3
51.809283,-0.530589,12,15,7,1,0,0,1,0,1,0,66.67,2
52.612509,-2.000706,111,18,4,0,0,0,1,0,1,0,33.33,3
51.513305,-0.26991,74,16,1,0,0,0,1,0,1,0,33.33,3
54.55944,-1.282604,42,17,5,0,0,0,1,0,1,0,33.33,3
51.517182,-0.403807,180,17,3,0,0,0,1,0,1,0,33.33,3
54.500946,-1.623193,19,11,7,1,0,0,1,0,1,0,33.33,3
51.131234,0.126125,4,7,3,0,0,2,1,0,1,0,33.33,3
52.271655,-2.225073,18,14,6,1,0,0,1,0,1,0,33.33,3
51.591296,-0.211655,101,13,2,0,0,0,1,0,1,0,66.67,2
51.456594,-0.07586,131,14,2,0,0,0,1,0,1,0,33.33,3
51.40806,-0.121899,155,4,6,1,1,0,1,0,1,0,33.33,3
52.908921,-1.872387,64,21,5,0,0,0,1,0,1,0,33.33,3
50.743418,-2.851774,3,13,5,0,0,0,1,0,1,0,33.33,3
50.818313,-1.18371,45,8,1,0,0,0,1,0,1,0,33.33,3
54.902322,-1.38631,237,16,6,1,0,1,2,1,1,0,33.33,3
51.367042,-0.155184,118,8,2,0,0,1,1,0,1,0,33.33,3
53.211083,-1.322996,25,15,2,0,0,0,1,0,1,0,33.33,3
53.281005,-0.735885,12,14,5,0,0,1,2,1,1,0,33.33,3
53.445675,-2.313738,141,22,1,0,1,0,1,0,1,0,33.33,3
50.754071,-1.94865,72,5,5,0,1,0,1,0,1,0,33.33,3
53.546514,-0.557886,55,23,1,0,1,1,1,0,1,0,33.33,3
51.734353,-0.458294,32,12,7,1,0,1,1,0,1,0,33.33,3
53.584665,-0.351885,5,21,4,0,0,0,1,0,1,0,33.33,3
51.267473,-0.557398,10,22,5,0,1,1,2,1,1,0,66.67,2
51.411793,-0.058472,122,7,3,0,0,0,1,0,1,0,66.67,2
53.54952,-2.446721,20,10,6,1,0,0,1,0,1,0,33.33,3
51.521725,-0.172868,429,19,6,1,0,0,1,0,1,0,33.33,3
52.063305,-0.732479,36,12,1,0,0,1,2,1,1,0,33.33,3
51.452875,0.011783,148,11,5,0,0,0,1,0,1,0,33.33,3
51.13282,-2.849343,6,20,7,1,0,0,1,0,1,0,33.33,3
54.947864,-1.545333,28,16,1,0,0,1,1,0,1,0,33.33,3
51.314792,0.320157,8,14,2,0,0,0,1,0,1,0,66.67,2
51.536063,-0.146771,247,7,2,0,0,0,1,0,1,0,33.33,3
54.998527,-1.433303,138,9,2,0,0,1,1,0,1,0,33.33,3
54.908485,-1.54063,30,11,1,0,0,0,1,0,1,0,33.33,3
52.224383,-0.988643,20,14,1,0,0,0,1,0,1,0,33.33,3
53.800043,-1.557537,265,8,5,0,0,0,1,0,1,0,66.67,2
51.358971,-0.970619,13,14,4,0,0,0,1,0,1,0,66.67,2
51.413435,-1.817064,3,18,7,1,0,1,0,0,0,0,66.67,2
53.716943,-2.478496,61,19,5,0,0,1,2,1,1,0,66.67,2
53.484594,-1.189044,40,18,6,1,0,0,1,0,1,0,66.67,2
53.309652,-3.418592,17,7,4,0,0,0,1,0,1,0,66.67,2
51.868763,-0.416227,39,13,1,0,0,1,2,1,1,0,33.33,3
54.560501,-1.194129,26,17,2,0,0,0,1,0,1,0,33.33,3
52.055364,-4.563383,0,4,6,1,1,1,2,1,1,0,33.33,3
55.92572,-3.348111,2,14,7,1,0,0,1,0,1,0,33.33,3
52.452387,-2.044849,58,12,3,0,0,0,1,0,1,0,33.33,3
50.99281,-4.009998,5,12,1,0,0,0,1,0,1,0,33.33,3
51.323642,-0.129082,53,17,4,0,0,0,1,0,1,0,33.33,3
53.501983,-2.658044,26,8,6,1,0,1,1,0,1,0,33.33,3
51.257784,-0.322947,24,17,3,0,0,0,1,0,1,0,33.33,3
51.936894,-1.544533,20,19,3,0,0,0,1,0,1,0,33.33,3
51.333038,-0.704346,13,11,2,0,0,1,1,0,1,0,33.33,3
54.937761,-1.584937,42,17,1,0,0,0,1,0,1,0,33.33,3
50.916409,-1.291534,22,10,7,1,0,0,1,0,1,0,33.33,3
51.613113,0.212418,28,18,3,0,0,0,0,0,0,0,66.67,2
52.784273,-0.167872,30,16,6,1,0,0,1,0,1,0,33.33,3
51.53888,-0.142907,483,0,7,1,1,0,1,0,1,0,33.33,3
51.636434,-0.097015,59,10,7,1,0,0,1,0,1,0,33.33,3
52.570133,-1.039138,12,15,7,1,0,0,1,0,1,0,33.33,3
53.318184,-1.538818,7,10,3,0,0,0,1,0,1,0,33.33,3
50.514156,-4.11147,8,13,7,1,0,0,1,0,1,0,33.33,3
51.09916,0.612455,1,9,5,0,0,1,1,0,1,0,33.33,3
53.079196,-0.806447,94,6,5,0,0,0,1,0,1,0,66.67,2
53.257815,-1.895485,20,12,7,1,0,0,1,0,1,0,33.33,3
51.462168,-0.08124,116,22,6,1,1,0,1,0,1,0,33.33,3
50.624867,-3.409916,66,20,1,0,0,0,1,0,1,0,33.33,3
54.623159,-1.649477,11,18,4,0,0,0,1,0,1,0,33.33,3
52.803924,-1.649745,72,16,6,1,0,0,1,0,1,0,33.33,3
51.388122,1.379442,140,11,7,1,0,0,1,0,1,0,33.33,3
51.266293,-0.119514,23,9,7,1,0,2,1,0,1,0,33.33,3
50.304676,-5.188138,4,11,7,1,0,1,1,0,1,0,66.67,2
51.547122,-0.129591,186,16,6,1,0,0,1,0,1,0,33.33,3
53.411855,-1.475071,76,22,1,0,1,1,2,1,1,0,33.33,3
53.700571,-1.134608,2,0,6,1,1,0,1,0,1,0,33.33,3
51.454135,-0.192552,201,12,3,0,0,0,1,0,1,0,33.33,3
50.820898,-0.144849,504,10,1,0,0,0,1,0,1,0,33.33,3
51.415382,0.23464,20,12,6,1,0,0,1,0,1,0,33.33,3
53.48665,-2.522922,23,7,3,0,0,0,1,0,1,0,33.33,3
57.168211,-2.220554,4,12,2,0,0,1,1,0,1,0,66.67,2
51.54548,0.736903,83,11,5,0,0,0,1,0,1,0,33.33,3
55.839671,-4.464864,38,23,5,0,1,0,1,0,1,0,33.33,3
51.41012,-0.843513,58,23,2,0,1,0,1,0,1,0,33.33,3
52.499964,-1.862968,57,15,7,1,0,1,0,0,0,0,33.33,3
51.589874,-0.254587,143,11,2,0,0,0,1,0,1,0,33.33,3
53.518163,-1.27965,2,9,5,0,0,1,1,0,1,0,33.33,3
54.081031,-1.397267,31,13,4,0,0,0,1,0,1,0,66.67,2
50.830031,-0.188083,82,15,2,0,0,0,1,0,1,0,33.33,3
53.840277,-1.461368,18,11,3,0,0,0,1,0,1,0,33.33,3
51.945149,-0.212163,25,14,5,0,0,0,1,0,1,0,33.33,3
54.054266,-2.83951,26,10,6,1,0,0,1,0,1,0,33.33,3
51.405427,-0.120282,150,14,4,0,0,0,1,0,1,0,33.33,3
51.482637,-0.186385,375,17,3,0,0,1,2,1,1,0,33.33,3
51.611896,-0.501154,8,13,3,0,0,1,1,0,1,0,33.33,3
51.202305,-3.525385,6,19,5,0,0,1,1,0,1,0,100.0,1
55.952705,-3.206829,248,18,3,0,0,0,1,0,1,0,66.67,2
55.818201,-4.30195,67,18,4,0,0,0,1,0,1,0,33.33,3
51.562686,0.661458,97,7,5,0,0,0,1,0,1,0,33.33,3
50.615173,-4.217349,5,20,1,0,0,1,1,0,1,0,33.33,3
53.868144,-1.907505,238,9,6,1,0,0,1,0,1,0,33.33,3
51.505195,0.105015,32,8,5,0,0,0,1,0,1,0,33.33,3
53.851184,-1.392669,9,21,3,0,0,1,1,0,1,0,33.33,3
50.547619,-3.502888,73,22,3,0,1,1,2,1,1,0,33.33,3
51.424646,-0.570722,39,17,4,0,0,0,1,0,1,0,33.33,3
53.665308,-2.331409,3,21,1,0,0,0,1,0,1,0,33.33,3
50.720024,-1.876158,251,23,6,1,1,1,2,1,1,0,33.33,3
54.571507,-1.214021,64,14,6,1,0,0,1,0,1,0,33.33,3
51.088812,-0.746737,24,19,4,0,0,0,1,0,1,0,33.33,3
55.904394,-3.652901,9,8,3,0,0,1,1,0,1,0,33.33,3
51.489975,-0.155267,229,19,1,0,0,0,1,0,1,0,33.33,3
51.633924,-0.075444,98,18,7,1,0,0,1,0,1,0,33.33,3
54.971731,-1.411029,105,11,7,1,0,0,1,0,1,0,33.33,3
51.490054,-0.154543,224,18,2,0,0,0,1,0,1,0,33.33,3
50.977205,-1.370947,63,17,5,0,0,0,1,0,1,0,33.33,3
53.399665,-2.808522,107,17,3,0,0,0,1,0,1,0,33.33,3
50.864811,-1.009961,52,15,1,0,0,0,1,0,1,0,33.33,3
51.995215,-2.155083,46,16,5,0,0,0,1,0,1,0,33.33,3
51.567877,0.638672,61,8,5,0,0,1,1,0,1,0,33.33,3
53.754873,-2.713557,98,17,3,0,0,0,1,0,1,0,33.33,3
54.391517,-2.723943,2,9,2,0,0,2,2,0,1,0,33.33,3
53.552214,-1.485411,181,14,3,0,0,0,1,0,1,0,33.33,3
52.964156,0.03256,4,12,6,1,0,0,1,0,1,0,33.33,3
51.553334,-0.33287,76,23,2,0,1,0,1,0,1,0,33.33,3
51.553036,0.054427,210,17,1,0,0,0,1,0,1,0,66.67,2
52.727868,-1.36708,39,13,2,0,0,1,2,1,1,0,33.33,3
50.810792,-1.079375,208,14,2,0,0,0,1,0,1,0,66.67,2
50.369491,-4.80626,12,21,4,0,0,1,2,1,1,0,33.33,3
53.575662,-2.098736,105,12,6,1,0,0,1,0,1,0,66.67,2
51.334287,-0.542813,51,9,2,0,0,0,1,0,1,0,33.33,3
51.502795,-0.152732,433,9,2,0,0,0,1,0,1,0,33.33,3
51.55873,0.093493,101,7,2,0,0,0,1,0,1,0,66.67,2
53.449123,-2.069983,72,15,4,0,0,1,1,0,1,0,33.33,3
52.34187,-1.325928,4,15,2,0,0,0,1,0,1,0,33.33,3
52.696497,-2.50026,56,22,6,1,1,0,1,0,1,0,33.33,3
52.609164,-1.636386,4,8,1,0,0,0,1,0,1,0,33.33,3
51.839234,-2.205202,21,12,5,0,0,1,1,0,1,0,33.33,3
51.474498,0.035487,72,17,1,0,0,0,1,0,1,0,33.33,3
52.47144,-2.058117,53,11,6,1,0,1,2,1,1,0,33.33,3
53.917736,-2.188153,44,13,4,0,0,1,2,1,1,0,33.33,3
51.371774,-2.869847,8,12,3,0,0,0,1,0,1,0,33.33,3
53.62233,-1.180055,8,13,3,0,0,0,1,0,1,0,33.33,3
51.562437,-1.771457,139,7,3,0,0,1,1,0,1,0,33.33,3
55.126045,-1.516965,77,13,7,1,0,0,1,0,1,0,33.33,3
53.102796,-2.029242,80,16,2,0,0,1,2,1,1,0,33.33,3
51.50262,-0.22291,466,22,4,0,1,1,2,1,1,0,33.33,3
51.417715,0.489194,11,8,2,0,0,2,1,0,0,1,33.33,3
51.234697,-2.955208,49,14,3,0,0,1,2,1,1,0,66.67,2
53.489873,-0.02318,8,16,6,1,0,0,1,0,1,0,33.33,3
53.51906,-2.333283,100,17,2,0,0,0,1,0,1,0,33.33,3
52.46621,1.12191,0,0,6,1,1,0,1,0,1,0,33.33,3
55.766674,-2.068179,0,15,2,0,0,1,2,1,1,0,33.33,3
54.59113,-1.261774,4,3,4,0,1,0,1,0,1,0,33.33,3
52.028628,1.226484,13,17,1,0,0,0,1,0,1,0,33.33,3
50.792178,-1.05704,107,23,3,0,1,0,1,0,1,0,33.33,3
50.783016,-0.94289,1,9,4,0,0,0,1,0,1,0,33.33,3
52.737221,-2.66513,4,11,3,0,0,1,1,0,1,0,66.67,2
51.600986,-3.436477,20,15,2,0,0,1,2,1,1,0,33.33,3
53.395711,-1.261117,57,12,4,0,0,1,2,1,1,0,66.67,2
56.475001,-2.926746,57,14,5,0,0,0,1,0,1,0,33.33,3
50.80664,-1.891824,40,17,2,0,0,0,1,0,1,0,33.33,3
52.618172,-1.174424,38,7,3,0,0,0,1,0,1,0,33.33,3
53.392632,-2.317408,39,20,5,0,0,1,2,1,1,0,33.33,3
53.032681,-2.208287,14,23,1,0,1,1,2,1,1,0,33.33,3
54.89056,-2.936167,141,19,3,0,0,0,1,0,1,0,33.33,3
51.494627,-0.19412,307,12,7,1,0,0,1,0,1,0,66.67,2
53.243371,-1.934781,16,12,1,0,0,0,1,0,1,0,33.33,3
52.19005,0.999199,58,14,7,1,0,1,2,1,1,0,33.33,3
51.472396,0.047777,60,13,1,0,0,0,1,0,1,0,33.33,3
53.454329,-2.080533,106,16,5,0,0,1,1,0,1,0,33.33,3
53.054566,-1.404526,51,21,5,0,0,1,1,0,0,1,33.33,3
51.576504,-0.238503,149,11,2,0,0,0,1,0,1,0,33.33,3
51.560822,-0.109119,249,9,5,0,0,0,1,0,1,0,66.67,2
51.658106,-3.806235,114,23,5,0,1,0,0,0,0,0,33.33,3
51.428774,0.08884,32,16,6,1,0,0,1,0,1,0,33.33,3
52.599643,-2.048838,38,13,2,0,0,0,1,0,1,0,66.67,2
52.883433,1.297373,7,17,4,0,0,0,1,0,1,0,33.33,3
52.471398,1.437304,5,11,6,1,0,1,1,0,1,0,33.33,3
53.415233,-2.074441,15,22,7,1,1,0,1,0,1,0,33.33,3
52.007537,-0.738864,59,17,3,0,0,0,1,0,1,0,33.33,3
53.214381,-2.886795,16,15,2,0,0,0,1,0,1,0,33.33,3
51.555044,-1.81116,52,8,1,0,0,1,1,0,1,0,33.33,3
53.698306,-2.463593,121,14,6,1,0,0,1,0,1,0,33.33,3
53.320304,-3.842784,12,12,7,1,0,0,1,0,1,0,33.33,3
52.924524,-1.237778,21,15,5,0,0,1,2,1,1,0,66.67,2
55.864206,-4.293004,58,16,2,0,0,0,1,0,1,0,33.33,3
52.597042,-2.031709,13,14,4,0,0,0,1,0,1,0,33.33,3
53.351065,-2.673144,2,6,4,0,0,0,0,0,0,0,33.33,3
52.4853,-1.997464,44,22,4,0,1,0,1,0,1,0,33.33,3
52.972544,-1.185855,70,6,1,0,0,0,1,0,1,0,33.33,3
51.450217,-0.379662,39,21,2,0,0,0,1,0,1,0,33.33,3
51.884133,-2.312485,4,23,5,0,1,1,1,0,1,0,66.67,2
51.441083,-0.106299,170,0,1,0,1,0,1,0,1,0,33.33,3
53.757427,-0.305687,141,17,2,0,0,0,1,0,1,0,66.67,2
